Module,Service ID,Service Name,Current State,Target Capability,Primary Data Source,Primary Windows/API Interface,Native Strategy,Database Needed,Simple UI,Advanced UI,Terminal/Evidence,Admin,Risk,Undo,Offline,External Dependency,Research Readiness,Primary Source,Implementation Phase
M09,M09-S07,Recent-file cleanup,PLANNED,"Deliver Recent-file cleanup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M09,M09-S08,Browser privacy cleanup,PLANNED,"Deliver Browser privacy cleanup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M09,M09-S09,Hosts-file inspection,PLANNED,"Deliver Hosts-file inspection as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M09,M09-S10,Reversible privacy profiles,PLANNED,"Deliver Reversible privacy profiles as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Privacy Policy CSP/managed policy surfaces; WinRT Clipboard,Privacy Policy CSP/managed policy surfaces,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-csp-privacy,P1_planned
M10,M10-S01,Defender status,PLANNED,"Deliver Defender status as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,query often standard; scan/policy operations may require elevation and Defender availability,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S02,Defender quick scan,PLANNED,"Deliver Defender quick scan as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,query often standard; scan/policy operations may require elevation and Defender availability,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S03,Defender full scan,PLANNED,"Deliver Defender full scan as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,query often standard; scan/policy operations may require elevation and Defender availability,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S04,Defender custom scan,PLANNED,"Deliver Defender custom scan as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,query often standard; scan/policy operations may require elevation and Defender availability,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S05,Firewall status,PLANNED,"Deliver Firewall status as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S06,UAC status,PLANNED,"Deliver UAC status as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S07,SmartScreen status,PLANNED,"Deliver SmartScreen status as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S08,Secure Boot & TPM,PLANNED,"Deliver Secure Boot & TPM as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S09,Suspicious startup review,PLANNED,"Deliver Suspicious startup review as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M10,M10-S10,Optional hash reputation lookup,PLANNED,"Deliver Optional hash reputation lookup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Microsoft Defender PowerShell/CIM; Firewall COM,Microsoft Defender PowerShell/CIM,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Hashing works offline; reputation lookup disabled offline.,optional provider adapter; exact provider/rate/licensing must be selected before implementation,BLOCKED_BY_EXTERNAL_DEPENDENCY,https://learn.microsoft.com/en-us/powershell/module/defender/get-mpcomputerstatus,P1_planned
M11,M11-S01,Restore point,PLANNED,"Deliver Restore point as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,Administrator,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S02,Folder backup,PLANNED,"Deliver Folder backup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S03,Settings export,PLANNED,"Deliver Settings export as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,choose report scope; choose format; redaction toggle where personal data exists; Export,include/exclude evidence sections; timestamp/timezone; machine identifiers policy; pretty/compact JSON,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S04,Driver export,PLANNED,"Deliver Driver export as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,choose report scope; choose format; redaction toggle where personal data exists; Export,include/exclude evidence sections; timestamp/timezone; machine identifiers policy; pretty/compact JSON,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,read may be standard; install/remove or protected operations require elevation,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S05,Environment-variable export,PLANNED,"Deliver Environment-variable export as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,choose report scope; choose format; redaction toggle where personal data exists; Export,include/exclude evidence sections; timestamp/timezone; machine identifiers policy; pretty/compact JSON,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S06,Bookmark backup,PLANNED,"Deliver Bookmark backup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S07,Registry-key backup,PLANNED,"Deliver Registry-key backup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S08,Recovery bundle,PLANNED,"Deliver Recovery bundle as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S09,Restore wizard,PLANNED,"Deliver Restore wizard as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M11,M11-S10,Scheduled backup,PLANNED,"Deliver Scheduled backup as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",System Restore; VSS,System Restore,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,True,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/sr/createrestorepoint-systemrestore,P1_planned
M12,M12-S01,Installed applications,PLANNED,"Deliver Installed applications as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S02,Safe uninstall,PLANNED,"Deliver Safe uninstall as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S03,Winget update scan,PLANNED,"Deliver Winget update scan as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S04,Bulk application updates,PLANNED,"Deliver Bulk application updates as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S05,Application installation,PLANNED,"Deliver Application installation as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,MEDIUM,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S06,Driver inventory,PLANNED,"Deliver Driver inventory as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,read may be standard; install/remove or protected operations require elevation,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S07,Driver export,PLANNED,"Deliver Driver export as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,choose report scope; choose format; redaction toggle where personal data exists; Export,include/exclude evidence sections; timestamp/timezone; machine identifiers policy; pretty/compact JSON,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,read may be standard; install/remove or protected operations require elevation,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S08,Missing-driver detection,PLANNED,"Deliver Missing-driver detection as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,read may be standard; install/remove or protected operations require elevation,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S09,Default application manager,PLANNED,"Deliver Default application manager as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence. Do not use undocumented UserChoice hash manipulation; prefer read/guide/open-supported-settings and deployment-only association workflows where applicable.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,NEEDS_PROTOTYPE,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M12,M12-S10,Software report,PLANNED,"Deliver Software report as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",WinGet; ARP uninstall registry,WinGet,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,choose report scope; choose format; redaction toggle where personal data exists; Export,include/exclude evidence sections; timestamp/timezone; machine identifiers policy; pretty/compact JSON,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/package-manager/winget/source,P1_planned
M13,M13-S01,Batch rename,PLANNED,"Deliver Batch rename as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S02,Checksum generator,PLANNED,"Deliver Checksum generator as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S03,Archive creation,PLANNED,"Deliver Archive creation as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S04,Archive extraction,PLANNED,"Deliver Archive extraction as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S05,Large-file split and join,PLANNED,"Deliver Large-file split and join as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S06,Folder comparison,PLANNED,"Deliver Folder comparison as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S07,Locked-file detection,PLANNED,"Deliver Locked-file detection as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S08,Metadata and permissions,PLANNED,"Deliver Metadata and permissions as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S09,Secure deletion,PLANNED,"Deliver Secure deletion as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,HIGH,False,Core local capability must work offline unless an external provider is explicitly selected.,none,NEEDS_PROTOTYPE,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
M13,M13-S10,Encoding and line-ending conversion,PLANNED,"Deliver Encoding and line-ending conversion as a bounded, inspectable Windows capability with truthful preflight, progress, result, and evidence.",Win32 file APIs; Restart Manager,Win32 file APIs,typed Tauri/Rust contract; fixed allowlisted command only if required,yes,scope/source selector; Scan or Preview; Review results; Export evidence,bounded filters; timeout/result limits; evidence verbosity,operation id; phase; data source/API; duration; warnings/errors; changed/skipped objects,standard user unless the selected operation touches protected machine state,LOW,False,Core local capability must work offline unless an external provider is explicitly selected.,none,READY_TO_IMPLEMENT,https://learn.microsoft.com/en-us/windows/win32/api/fileapi/,P1_planned
